426 1 0 0 9 0 0 0 10 4 0 0 152 8 0 0 11 0 2 0 0 1 1 101 0 0 1 2 31 0 0 0 7 5 0 0 0 2 7 1 0 5 5 10 9 0 0 0 0 19 0 0 5 0 26 0 42 0 0 0 0 3 0 0 5 0 0 0 0 0 0 0 65 0 2 0 0 0 58 0 0 0 0 0 0 0 0 0 0 229 0 0 14 0 0 0 0 0 0 0 63 0 0 0 0 0 0 0 0 0 0 0 77 0 0 0 0 0 0 0 0 0 0 23 4 0 0 0 0 24 0 0 0 0 0 3 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 10 0 4 5 0 0 0 2 0 0 0 0 1 0 4 0 0 0 1 0 0 0 0 145 0 0 0 3 5 6 0 2 0 1 44 3 0 0 1 0 0 0 0 0 0 4 8 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 4 0 0 165 0 3 0 1 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 174 0 1 0 0 0 0 2 0 0 2 0 1 0 0 0 0 0 6 0 0 1 178 0 0 0 0 0 0 0 0 3 0 13 0 0 0 1 0 1 0 0 1 0 46 0 7 16 0 1 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 58 0 1 0 0 0 0 0 0 0 0 18 14 0 0 0 0 0 0 0 0 3 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 13 0 6 2 0 3 0 0 7 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2 1 0 9 162 0 1 0 20 0 0 0 0 1 0 27 0 0 9 0 0 10 0 0 0 0 6 345 26 0 0 0 0 0 6 3 0 3859 0 0 0 1 0 6 21 61 0 0 90 1 24 4 0 2 1 1 0 3 15
3 1703 0 1 4 0 0 0 1 0 0 3 20 0 6 0 1 6 1 0 0 0 1 53 0 14 0 3 2 0 12 0 0 0 328 1 0 1 0 0 2 8 0 1 2 12 0 0 32 0 3 0 9 60 3 0 169 0 0 7 1 0 0 0 6 0 0 3 0 0 0 0 6 0 0 0 0 3 1 1 2 0 0 0 0 26 1 0 0 0 0 0 1 2 0 0 0 0 2 0 50 0 0 0 0 1 0 0 0 1 0 3453 61 1 9 0 3 1 0 1 0 0 7 38 0 0 5 0 3 0 0 5 0 0 0 0 0 0 40 1 0 1 0 2 0 26 0 0 3 39 0 0 0 1 4 0 28 0 0 0 0 0 0 3 0 10 5 10 0 0 0 0 0 0 0 0 0 0 78 0 1 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 8 0 0 1 1 0 0 0 0 0 0 8 0 0 0 4 0 7 37 0 0 117 91 152 0 0 0 16 0 0 0 0 9 0 33 0 1 0 1 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 1 0 0 0 0 0 0 16 0 0 1 0 0 0 0 2 15 0 0 0 20 0 3 0 1 2 0 0 0 4 0 0 0 0 0 0 0 64 0 0 0 0 0 0 0 4 0 0 10 0 0 9 1 0 0 0 0 0 0 31 0 0 0 1 0 1 0 0 0 0 37 35 0 0 0 0 0 1 0 0 1 0 2 0 0 0 0 0 2 0 0 3 0 317 1 0 0 0 7 0 0 1 2 0 0 10 0 1 0 0 0 0 4 0 1 9 0 0 0 0 0 0 5 0 1 0 0 11 0 0 3 13 0 0 0 0 0 4 1 0 0 0 0 0 0 1 0 0 8 2 0 9 7 292 34 0 111 0 0 0 11 33 49 0 12 1 2 34 0 0 1 3 115 0 4 130 0 0 51 348 11 1 14 0 0 0 43 0 1 7 0 0 0 0 1 3 0 594 1 0 3 33 2 3 0 2 0 0
10 2832 0 0 2 0 0 0 0 0 0 1 1 1 8 0 0 304 4 0 0 3 2 0 0 234 2 22 0 0 151 0 1 1 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 2 0 0 259 0 5 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 60 0 80 110 0 0 2 0 151 0 3 0 1 2 0 0 5 0 0 0 0 0 0 3 0 0 0 0 1 1 0 0 0 7 218 6 1 12 0 10 0 0 0 0 0 19 9 1 132 2 0 0 9 0 0 0 0 0 0 16 0 0 0 0 34 0 60 1 0 0 0 0 2 0 0 0 0 40 0 1 0 0 0 0 0 0 71 0 0 0 1 0 0 0 3 0 0 0 6 0 0 0 0 2 0 0 0 0 20 0 0 0 3 0 0 1 0 0 0 0 1 0 0 33 0 0 0 0 0 15 0 0 0 0 0 0 1 0 0 0 31 4 0 0 73 0 0 1 0 0 1 0 0 0 0 87 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 2 0 1 0 0 4 0 0 0 0 1 0 0 0 9 0 0 0 80 1 0 1 0 26 0 2 0 39 0 2 0 0 0 1 0 0 0 15 0 0 0 0 2 0 0 3 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 0 0 0 0 0 592 81 0 17 0 1 0 0 0 0 0 1 0 0 0 0 3 0 16 0 0 0 0 29 90 0 0 0 0 0 0 0 0 0 0 2 0 0 36 0 0 0 0 0 1 51 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 3 0 4 0 0 0 0 0 0 0 0 0 1 66 1 0 0 0 2 117 12 0 2 0 7 1 15 0 6 441 8 0 0 1 0 33 0 0 0 0 115 10 1 164 0 0 0 144 81 0 0 2 0 0 3 4 117 1 0 0 0 0 1 102 0 81 0 0 0 334 1 1 0 0 0 0
1996 0 0 0 29 0 0 0 11 0 0 10 30 26 0 0 0 0 0 0 0 0 0 19 0 0 0 0 4 65 0 0 0 0 0 149 77 0 32 0 0 24 6 184 0 95 0 0 0 111 3 0 0 0 0 5 165 0 0 0 0 0 9 11 1 20 0 0 0 2 107 0 1 0 5 0 0 0 48 0 0 0 0 0 0 0 5 0 0 0 0 10 11 0 0 0 0 0 19 16 20 0 0 0 0 4 20 0 0 0 0 0 247 0 2 0 0 0 0 0 0 0 0 1573 0 0 0 0 7 0 0 0 0 23 0 0 0 0 6 1 18 0 0 0 0 42 0 0 0 0 0 0 0 127 0 0 0 0 3 1 0 0 40 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 17 0 0 106 3 0 6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 26 0 0 56 0 0 0 0 0 0 2345 0 0 0 8 0 0 0 0 0 0 315 0 1 0 0 0 0 0 0 0 1 0 168 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 41 0 0 0 0 0 0 24 0 5 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 43 0 0 0 0 0 1 0 0 0 0 54 0 10 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 6 0 8 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 825 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 13 0 0 0 3 71 0 0 0 0 0 3 0 14 0 0 0 0 0 0 0 2 2 0 352 20 0 3 0 17 0 0 0 5 49 882 0 0 0 0 3 2 0 0 0 0 0 1 0 0 196 16 0 1 0 0 0 0 0 0 0 0 41 0 0 0 256 0 14 72 0 0 0 50 0 91 0 0 0 139 18 0 24 510 2 17 0 0 0 0 10 505 2 0 0 0 9 0 8 0 81 12 42 0 0 0
31 64 0 27 17 4 0 0 0 0 0 9 0 0 0 0 15 0 19 0 0 0 8 6 0 0 0 1 3 0 115 0 0 0 0 0 17 0 11 0 0 11 1 0 0 88 0 0 0 1 0 0 0 0 9 2 351 0 0 0 0 0 0 0 2 0 0 293 0 0 0 2 2 0 0 0 0 0 6 0 0 0 0 0 0 0 7 2 0 0 0 0 0 88 0 27 0 0 42 0 22 0 0 0 0 0 3 0 0 0 0 0 0 0 27 0 0 0 0 0 2 0 0 140 0 0 146 55 0 0 0 0 0 0 0 4 76 0 0 0 5 42 0 40 0 0 4 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 48 0 0 0 3 0 0 0 2 0 0 0 53 0 0 0 0 1 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 420 0 0 0 0 0 0 0 0 14 195 0 31 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 6 0 1 0 10 0 0 2 0 0 0 2 0 0 4 0 0 10 0 0 0 0 0 2 0 0 1 0 1 0 0 0 2 0 0 0 6 5 1 0 0 1 0 0 0 0 0 0 6 0 1 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 344 0 0 0 0 0 3 3 0 0 0 4898 2 0 41 6 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 13 1 0 0 14 0 0 0 0 0 0 0 0 20 0 0 0 0 0 13 0 0 4 0 0 28 2 0 0 0 11 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 459 15 0 0 1 0 8 12 0 328 0 346 0 3 46 10 0 1 1 47 0 4 1 8 91 0 5 0 312 0 0 0 0 0 0 109 88 35 1 62 0 21 10 6 0 0 739 34 0 1 0 0 23 0 0 4 0
1 0 334 0 1 0 0 0 0 0 27 0 122 2 8 0 0 0 0 0 257 0 9 7 324 0 0 5 0 0 0 0 1 0 0 0 6 1 0 3 3 0 0 4 13 79 0 0 85 52 0 0 6 0 0 1 685 69 0 0 0 4 3 46 10 0 0 4 0 0 0 0 3 0 1 4 0 0 23 0 0 0 1 0 0 0 2 0 0 1 0 0 5 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 0 0 1983 207 0 0 0 0 0 0 9 1 0 0 81 0 0 0 0 0 0 0 0 0 2 1085 3 0 0 21 6 5 0 0 0 0 93 0 0 0 0 1 0 0 5 0 0 24 0 0 0 0 0 0 0 0 0 11 0 0 0 45 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 272 0 0 0 0 0 0 0 0 0 0 1 3 0 0 1 39 0 0 0 0 0 33 0 0 0 14 0 0 0 0 0 0 668 0 0 0 0 30 0 0 0 0 0 0 55 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 678 0 1 0 0 23 0 4 0 0 0 0 0 0 0 0 0 0 3 0 3 0 1 16 0 0 0 1 0 8 0 8 2 39 0 0 0 0 0 0 0 0 0 0 99 0 12 0 0 0 0 0 4 0 0 20 0 0 3 0 0 0 0 0 0 0 35 0 0 0 0 6 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 307 0 0 0 0 28 0 0 0 2 0 0 3 0 6 0 0 11 0 0 0 0 1 0 0 0 0 0 1 8 0 0 0 5 66 0 0 0 40 0 0 0 1 1 0 1 0 0 0 25 0 0 0 0 1 156 0 0 0 155 169 30 0 0 201 7 0 0 0 3 211 88 0 100 0 3 588 19 24 0 0 0 28 0 9 320 0 0 0 109 1 65 0 10 1 0 0 0 0 5 27 5 0 0 343 4 3 2 0 24 35 0 381 7 16
0 0 0 1 0 0 0 0 0 0 0 1 607 59 0 0 0 0 0 151 0 0 0 3682 0 0 0 0 0 0 0 0 1 0 620 0 0 0 1 1 0 0 0 0 15 0 230 0 0 0 138 0 104 0 1 1 55 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 83 0 1 0 0 0 0 0 0 0 0 140 0 0 0 0 0 0 0 0 0 1 0 46 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 242 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 27 0 0 0 1 7 0 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 239 0 0 0 0 0 17 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 81 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 84 0 0 0 0 796 1059 0 0 0 0 0 0 0 0 0 5451 0 0 0 0 0 0 0 0 1 0 11 1 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 15 0 3 0 0 503 0 49 36 0 0 0 0 0 373 0
1 0 0 13 1 1 12 0 14 19 0 0 18 0 113 2 1 0 110 0 0 12 2 101 1 0 66 51 33 0 0 34 2 1 1 0 64 33 14 7 4 68 6 0 0 78 0 0 3 5 0 0 9 0 24 13 63 0 0 0 60 13 0 70 1 0 0 234 0 1 1 2 11 9 9 12 1 1 29 0 0 0 0 3 11 1 9 15 0 91 0 0 0 7 0 4 1 0 0 0 35 0 0 0 4 0 1 3 0 8 2 0 7 0 26 0 4 11 0 26 6 3 0 69 12 0 22 0 0 15 10 0 1 0 14 6 2 0 0 0 7 0 0 3 3 92 0 1 4 0 19 25 0 0 18 1 9 5 0 5 0 1 0 0 1 0 1 0 7 0 0 12 0 0 2 0 7 0 5 0 2 0 0 0 0 4 5 1 15 11 0 2 0 16 0 4 0 4 25 1 9 0 2 5 1 0 0 0 1 15 14 1 0 0 0 0 0 16 0 0 2 0 354 10 0 0 0 0 0 0 0 0 0 0 193 0 6 12 57 0 1 0 0 0 0 137 0 2 0 3 0 12 0 0 8 13 1 0 0 0 0 0 0 3 5 0 1 0 0 0 0 0 1 0 0 0 92 10 181 0 0 0 0 0 0 0 0 0 73 17 0 15 1 0 0 0 0 0 4 2 18 4 0 0 3 0 1 15 1 0 0 3 0 0 0 0 0 1 1 1 0 0 7 0 0 0 1 0 2 0 0 0 0 17 13 0 0 4 2 4 0 0 2 1 7 15 1 7 0 0 0 0 0 5 0 0 0 0 0 0 3 0 5 0 21 3 0 0 7 4 0 1 5 0 1 0 0 11 316 0 0 0 0 0 2 0 1 1 0 13 1 0 0 0 23 0 0 1 0 0 0 1 3 0 0 0 0 2 0 1 0 5 1 1 0 1 17 1 70 10 40 44 0 19 0 2 0 131 35 1 18 17 87 1 10 14 8 11 2031 0 0 0 0 113 0 3 98 236 0 79 17 67 0 18 0 2 0 6 132 0 432 3 1 0 0 0 85 6 0 0 23
74 0 0 22 6 0 425 0 1 2 0 2 0 10 138 0 21 0 13 17 0 1 0 3 1 0 0 5 3 0 0 0 0 1 0 1 16 9 6 231 219 0 0 8 6 185 0 2 0 0 0 0 47 0 5 5 0 0 0 0 0 5 0 47 4 2 0 1997 0 0 1 0 17 0 1 3 59 0 12 0 0 0 0 0 0 11 29 2 0 138 0 1 29 0 0 0 0 0 0 0 40 0 0 0 114 2 7 5 0 0 0 0 16 0 0 0 0 0 0 38 31 2 0 65 1 0 1 0 0 1 0 0 83 0 0 0 0 0 0 0 21 0 0 0 0 71 1 0 0 0 0 0 0 1 9 0 8 0 9 0 0 63 1 0 0 0 9 0 0 0 0 14 0 0 0 0 1 0 19 1 0 1 0 1 3 10 0 46 0 292 0 0 0 0 0 0 0 0 22 0 0 5 0 0 0 0 0 0 0 42 0 3 0 0 0 4 1 33 0 0 0 0 2 48 0 0 0 0 1 1 0 0 0 0 139 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 3 0 6 0 5 0 2 1 0 0 0 3 19 0 3 0 0 0 0 0 4 0 0 0 24 0 4 0 0 0 0 2 0 0 0 7 24 0 0 0 0 0 0 0 0 0 0 0 178 0 1 0 2 0 0 0 0 0 1 19 0 5 0 0 0 3 0 0 0 0 1 0 1 0 35 16 0 0 0 0 0 0 56 0 0 8 1 20 0 0 0 0 0 102 0 0 0 3 1 0 0 0 0 0 29 0 0 0 0 18 0 0 38 5 0 0 12 0 3 1 5 5 0 0 1 0 33 0 0 0 0 0 5 0 0 0 0 54 3 0 0 0 1 0 0 3 0 32 0 3 2 0 0 0 0 9 0 0 0 0 1 0 0 2 45 2 309 572 9 139 0 0 0 0 0 0 1 0 0 65 313 2 68 0 2 94 152 0 0 0 0 0 0 3 2 126 0 31 33 19 1 4 0 5 0 0 228 0 413 1 16 3 0 0 11 16 0 0 0
3 10 0 123 9 45 0 0 46 1 0 5 0 0 18 0 1 0 42 0 0 1 66 12 7 15 17 52 21 0 0 0 19 1 0 0 0 182 3 2 0 1 1 0 0 181 0 217 0 1 0 0 0 0 134 110 7 0 0 0 0 14 0 0 0 0 0 1702 0 180 0 113 7 0 1 0 0 5 4 61 0 0 0 6 15 0 11 0 0 0 1 0 0 5 0 13 0 0 3 0 5 50 94 0 0 2 38 29 0 0 82 0 2 0 3 0 3 3 0 0 11 0 0 23 1 0 16 14 0 41 2 0 0 0 0 17 98 0 0 0 6 13 0 59 9 10 14 0 4 0 9 0 0 0 0 0 0 19 0 4 0 0 0 0 0 0 0 27 0 0 0 29 0 17 4 0 3 71 1 0 31 0 0 0 0 16 4 0 2 0 0 4 23 2 18 0 0 0 1 0 224 1 19 0 0 0 13 0 1 0 1 2 0 0 0 0 5 8 0 0 0 3 16 0 0 0 0 0 2 0 7 0 147 0 2 21 0 0 0 0 0 0 0 0 0 0 0 1 26 0 34 0 14 0 5 4 8 1 0 3 1 0 0 2 5 4 1 0 1 14 0 0 0 0 0 0 5 1 121 0 0 0 0 0 11 0 0 0 3 0 0 1 0 34 2 1 0 1 0 1 2 0 0 0 15 0 6 0 0 21 0 36 0 2 0 0 0 0 0 1 0 0 8 0 0 0 0 0 6 0 25 15 3 989 62 0 0 6 0 3 35 0 0 0 5 0 0 0 4 3 0 0 0 0 0 0 0 49 0 0 8 0 0 0 116 3 0 0 20 5 0 2 0 0 2 0 0 7 163 0 0 3 10 3 0 0 0 0 0 2 7 0 0 0 0 8 15 13 0 1 6 0 11 0 0 0 1 0 0 12 0 0 0 1 0 0 0 0 90 1 1 40 0 7 15 5 0 1 0 1 6 21 1 47 3 5 0 371 148 0 0 0 0 38 6 0 5 0 0 1200 21 41 0 8 0 0 0 24 20 0 806 112 0 0 15 0 23 0 8 0 3
