"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "(s__downei/s__sobrinus)" "Zotu126"
"k__Bacteria" "p__Proteobacteria" "c__Betaproteobacteria" "o__Burkholderiales" "f__Burkholderiaceae" "g__Lautropia" "s__mirabilis" "Zotu127"
"k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Selenomonas" NA "Zotu128"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Bacillales" "f__Gemellaceae" "g__Gemella" "(s__haemolysans/s__morbillorum/s__sanguinis)" "Zotu129"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidetes_[C-1]" "o__Bacteroidetes_[O-1]" "f__Bacteroidetes_[F-1]" "g__Bacteroidetes_[G-3]" "s__sp._oral_taxon_365" "Zotu13"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Lachnospiraceae_[XIV]" "g__Shuttleworthia" "s__satelles" "Zotu130"
"k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Anaeroglobus" "s__geminatus" "Zotu131"
"k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" "s__parvula" "Zotu132"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__maculosa" "Zotu133"
"k__Bacteria" "p__Saccharibacteria_(TM7)" "c__TM7_[C-1]" "o__TM7_[O-1]" "f__TM7_[F-1]" "g__TM7_[G-1]" "s__sp._oral_taxon_346" "Zotu134"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Lachnospiraceae_[XIV]" "g__Oribacterium" "s__sp._oral_taxon_102" "Zotu135"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Porphyromonadaceae" "g__Tannerella" "(s__sp._oral_taxon_286/s__sp._oral_taxon_808)" "Zotu136"
"k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Pasteurellales" "f__Pasteurellaceae" "g__Aggregatibacter" "(s__aphrophilus/s__paraphrophilus)" "Zotu137"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptoniphilaceae" "g__Parvimonas" "s__micra" "Zotu138"
"k__Bacteria" "p__Synergistetes" "c__Synergistia" "o__Synergistales" "f__Synergistaceae" "g__Fretibacterium" "s__sp._oral_taxon_360" "Zotu139"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__denticola" "Zotu14"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidetes_[C-1]" "o__Bacteroidetes_[O-1]" "f__Bacteroidetes_[F-1]" "g__Bacteroidetes_[G-5]" "s__sp._oral_taxon_511" "Zotu140"
"k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Selenomonas" NA "Zotu141"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptostreptococcaceae_[XI]" "g__Filifactor" "s__alocis" "Zotu142"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" "s__meyeri" "Zotu143"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidetes_[C-1]" "o__Bacteroidetes_[O-1]" "f__Bacteroidetes_[F-1]" "g__Bacteroidetes_[G-5]" "s__sp._oral_taxon_511" "Zotu144"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Micrococcaceae" "g__Rothia" "s__mucilaginosa" "Zotu145"
"k__Bacteria" "p__Synergistetes" "c__Synergistia" "o__Synergistales" "f__Synergistaceae" "g__Fretibacterium" NA "Zotu146"
"k__Bacteria" "p__Chloroflexi" "c__Anaerolineae" "o__Anaerolineales" "f__Anaerolineaceae" "g__Anaerolineae_[G-1]" "s__sp._oral_taxon_439" "Zotu147"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" "(s__georgiae/s__sp._oral_taxon_178/s__sp._oral_taxon_877)" "Zotu148"
"k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Selenomonas" NA "Zotu149"
"k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Fusobacteriaceae" "g__Fusobacterium" "s__nucleatum_subsp._animalis" "Zotu15"
"k__Bacteria" "p__Chloroflexi" "c__Anaerolineae" "o__Anaerolineales" "f__Anaerolineaceae" "g__Anaerolineae_[G-1]" "s__sp._oral_taxon_439" "Zotu150"
"k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Leptotrichiaceae" "g__Leptotrichia" "s__wadei" "Zotu151"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lactobacillus" "s__ultunensis" "Zotu152"
"k__Bacteria" "p__Proteobacteria" "c__Betaproteobacteria" "o__Burkholderiales" "f__Burkholderiaceae" "g__Lautropia" "s__mirabilis" "Zotu153"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Carnobacteriaceae" "g__Granulicatella" "s__adiacens" "Zotu154"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__oris" "Zotu155"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__buccae" "Zotu156"
"k__Bacteria" "p__Synergistetes" "c__Synergistia" "o__Synergistales" "f__Synergistaceae" "g__Fretibacterium" "s__fastidiosum" "Zotu157"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__oris" "Zotu158"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Lachnospiraceae_[XIV]" "g__Shuttleworthia" "s__satelles" "Zotu159"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Bifidobacteriales" "f__Bifidobacteriaceae" "g__Bifidobacterium" "s__dentium" "Zotu16"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptoniphilaceae" "g__Parvimonas" NA "Zotu160"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" NA "Zotu161"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Lachnospiraceae_[XIV]" "g__Shuttleworthia" "s__satelles" "Zotu162"
"k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Selenomonas" "(s__sp._oral_taxon_136/s__sp._oral_taxon_149/s__sp._oral_taxon_478)" "Zotu163"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Alloprevotella" "s__tannerae" "Zotu164"
"k__Bacteria" "p__Proteobacteria" "c__Betaproteobacteria" "o__Neisseriales" "f__Neisseriaceae" "g__Neisseria" NA "Zotu165"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" NA "Zotu166"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__baroniae" "Zotu167"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__sp._oral_taxon_820" "Zotu168"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" NA "Zotu169"
"k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Fusobacteriaceae" "g__Fusobacterium" NA "Zotu17"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lactobacillus" "(s__oris/s__panis/s__reuteri_genosp._1/s__reuteri_genosp._2)" "Zotu170"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lactobacillus" NA "Zotu171"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Propionibacteriales" "f__Propionibacteriaceae" "g__Propionibacterium" "s__acidifaciens" "Zotu172"
"k__Bacteria" "p__Actinobacteria" "c__Coriobacteriia" "o__Coriobacteriales" "f__Coriobacteriaceae" "g__Atopobium" "s__sp._oral_taxon_810" "Zotu173"
"k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Leptotrichiaceae" "g__Leptotrichia" "s__hongkongensis" "Zotu174"
"k__Bacteria" "p__Bacteroidetes" "c__Flavobacteriia" "o__Flavobacteriales" "f__Flavobacteriaceae" "g__Capnocytophaga" NA "Zotu175"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__multisaccharivorax" "Zotu176"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__sp._oral_taxon_300" "Zotu177"
"k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Pasteurellales" "f__Pasteurellaceae" "g__Haemophilus" "s__parainfluenzae" "Zotu178"
"k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Fusobacteriaceae" "g__Fusobacterium" "s__necrophorum" "Zotu179"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Porphyromonadaceae" "g__Porphyromonas" "(s__endodontalis/s__sp._oral_taxon_285)" "Zotu18"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Corynebacteriales" "f__Corynebacteriaceae" "g__Corynebacterium" "s__matruchotii" "Zotu180"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__oris" "Zotu181"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptostreptococcaceae_[XI]" "g__Peptostreptococcaceae_[XI][G-4]" NA "Zotu182"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Propionibacteriales" "f__Propionibacteriaceae" "g__Propionibacterium" "s__acidifaciens" "Zotu183"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptococcaceae" "g__Peptococcus" "(s__sp._oral_taxon_167/s__sp._oral_taxon_168)" "Zotu184"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__sp._oral_taxon_317" "Zotu185"
"k__Bacteria" "p__Proteobacteria" "c__Betaproteobacteria" "o__Burkholderiales" "f__Comamonadaceae" "g__Ottowia" "s__sp._oral_taxon_894" "Zotu186"
"k__Bacteria" "p__Synergistetes" "c__Synergistia" "o__Synergistales" "f__Dethiosulfovibrionaceae" "g__Jonquetella" "s__anthropi" "Zotu187"
"k__Bacteria" "p__Actinobacteria" "c__Coriobacteriia" "o__Coriobacteriales" "f__Coriobacteriaceae" "g__Atopobium" "s__parvulum" "Zotu188"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__sp._oral_taxon_315" "Zotu189"
"k__Bacteria" "p__Spirochaetes" "c__Spirochaetia" "o__Spirochaetales" "f__Spirochaetaceae" "g__Treponema" "s__socranskii" "Zotu19"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" "s__sp._oral_taxon_897" "Zotu190"
"k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Leptotrichiaceae" "g__Leptotrichia" NA "Zotu191"
"k__Bacteria" "p__Proteobacteria" "c__Betaproteobacteria" "o__Neisseriales" "f__Neisseriaceae" "g__Neisseria" "s__oralis" "Zotu192"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Lachnospiraceae_[XIV]" "g__Oribacterium" "s__sp._oral_taxon_102" "Zotu193"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Lachnospiraceae_[XIV]" "g__Shuttleworthia" "s__satelles" "Zotu194"
"k__Bacteria" "p__Actinobacteria" "c__Coriobacteriia" "o__Eggerthellales" "f__Eggerthellaceae" "g__Cryptobacterium" "s__curtum" "Zotu195"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" NA "Zotu196"
"k__Bacteria" "p__Proteobacteria" "c__Alphaproteobacteria" "o__Rhizobiales" "f__Bradyrhizobiaceae" "g__Bosea" "s__vestrisii" "Zotu197"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Aerococcaceae" "g__Abiotrophia" "s__defectiva" "Zotu198"
"k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Leptotrichiaceae" "g__Leptotrichia" "s__wadei" "Zotu199"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroidaceae_[G-1]" "s__sp._oral_taxon_272" "Zotu2"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptostreptococcaceae_[XI]" "g__Mogibacterium" "s__timidum" "Zotu20"
"k__Bacteria" "p__Firmicutes" "c__Erysipelotrichia" "o__Erysipelotrichales" "f__Erysipelotrichaceae" "g__Erysipelotrichaceae_[G-1]" "s__sp._oral_taxon_904" "Zotu200"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Propionibacteriales" "f__Propionibacteriaceae" "g__Propionibacterium" "s__acidifaciens" "Zotu201"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lactobacillus" NA "Zotu202"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Micrococcaceae" "g__Rothia" "s__dentocariosa" "Zotu203"
"k__Bacteria" "p__Bacteroidetes" "c__Flavobacteriia" "o__Flavobacteriales" "f__Flavobacteriaceae" "g__Capnocytophaga" "s__gingivalis" "Zotu204"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__oris" "Zotu205"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__dentalis" "Zotu206"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__sp._oral_taxon_300" "Zotu207"
"k__Bacteria" "p__Saccharibacteria_(TM7)" "c__TM7_[C-1]" "o__TM7_[O-1]" "f__TM7_[F-1]" "g__TM7_[G-1]" NA "Zotu208"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinobaculum" "s__sp._oral_taxon_848" "Zotu209"
"k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Dialister" "s__invisus" "Zotu21"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" NA "Zotu210"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lactobacillus" NA "Zotu211"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Propionibacteriales" "f__Propionibacteriaceae" "g__Propionibacterium" "s__acidifaciens" "Zotu212"
"k__Bacteria" "p__Saccharibacteria_(TM7)" "c__TM7_[C-1]" "o__TM7_[O-1]" "f__TM7_[F-2]" "g__TM7_[G-5]" "s__sp._oral_taxon_356" "Zotu213"
"k__Bacteria" "p__Firmicutes" "c__Mollicutes" "o__Mycoplasmatales" "f__Mycoplasmataceae" "g__Mycoplasma" "s__salivarium" "Zotu214"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" NA "Zotu215"
"k__Bacteria" "p__Proteobacteria" "c__Betaproteobacteria" "o__Neisseriales" "f__Neisseriaceae" "g__Neisseria" "(s__flavescens/s__subflava)" "Zotu216"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Propionibacteriales" "f__Propionibacteriaceae" "g__Propionibacterium" "s__acnes" "Zotu217"
"k__Bacteria" "p__Spirochaetes" "c__Spirochaetia" "o__Spirochaetales" "f__Spirochaetaceae" "g__Treponema" "s__amylovorum" "Zotu218"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptoniphilaceae" "g__Parvimonas" "s__micra" "Zotu219"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Porphyromonadaceae" "g__Porphyromonas" "s__gingivalis" "Zotu22"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Actinomycetales" "f__Actinomycetaceae" "g__Actinomyces" NA "Zotu220"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "s__mutans" "Zotu221"
"k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Leptotrichiaceae" "g__Leptotrichia" NA "Zotu222"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidetes_[C-1]" "o__Bacteroidetes_[O-1]" "f__Bacteroidetes_[F-1]" "g__Bacteroidetes_[G-3]" "s__sp._oral_taxon_280" "Zotu223"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptostreptococcaceae_[XI]" "g__Mogibacterium" "s__timidum" "Zotu224"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__denticola" "Zotu225"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "s__mutans" "Zotu226"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lactobacillus" NA "Zotu227"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "s__mutans" "Zotu228"
"k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Cardiobacteriales" "f__Cardiobacteriaceae" "g__Cardiobacterium" "s__hominis" "Zotu229"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__nigrescens" "Zotu23"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__oulorum" "Zotu230"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lactobacillus" "s__fermentum" "Zotu231"
"k__Bacteria" "p__Actinobacteria" "c__Actinobacteria" "o__Corynebacteriales" "f__Corynebacteriaceae" "g__Corynebacterium" "s__durum" "Zotu232"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" "s__sp._oral_taxon_526" "Zotu233"
"k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Selenomonas" NA "Zotu234"
"k__Bacteria" "p__Fusobacteria" "c__Fusobacteriia" "o__Fusobacteriales" "f__Leptotrichiaceae" "g__Leptotrichia" "s__sp._oral_taxon_212" "Zotu235"
"k__Bacteria" "p__Bacteroidetes" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" NA "Zotu236"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptoniphilaceae" "g__Parvimonas" "s__micra" "Zotu237"
"k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Veillonella" NA "Zotu238"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptococcaceae" "g__Peptococcus" "(s__sp._oral_taxon_167/s__sp._oral_taxon_168)" "Zotu239"
"k__Bacteria" "p__Spirochaetes" "c__Spirochaetia" "o__Spirochaetales" "f__Spirochaetaceae" "g__Treponema" "s__maltophilum" "Zotu24"
"k__Bacteria" "p__Firmicutes" "c__Negativicutes" "o__Selenomonadales" "f__Veillonellaceae" "g__Selenomonas" NA "Zotu240"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Lachnospiraceae_[XIV]" "g__Catonella" "(s__morbi/s__sp._oral_taxon_164)" "Zotu241"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Lachnospiraceae_[XIV]" "g__Lachnospiraceae_[G-7]" "s__sp._oral_taxon_086" "Zotu242"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Bacillales" "f__Bacillaceae" "g__Bacillus" "s__subtilis" "Zotu243"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptostreptococcaceae_[XI]" "g__Peptostreptococcaceae_[XI][G-7]" "s__sp._oral_taxon_081" "Zotu244"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptoniphilaceae" "g__Parvimonas" "s__micra" "Zotu245"
"k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Streptococcaceae" "g__Streptococcus" "(s__downei/s__sobrinus)" "Zotu246"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Peptostreptococcaceae_[XI]" "g__Peptostreptococcaceae_[XI][G-7]" "(s__[Eubacterium]_yurii_subsp._schtitka/s__[Eubacterium]_yurii_subsps._yurii_&_margaretiae)" "Zotu247"
"k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Lachnospiraceae_[XIV]" "g__Oribacterium" NA "Zotu248"
