39.28 868996.215 0.06 NA 0.12 0.02 0.8 7.675 0.675 0.075 0.59 7.045 6.31 747.53 2.925 11.4
35.705 716674.11 0.08 NA 0.14 0.005 1.06 8.685 0.28 0.075 1.44 8.045 10.86 683 2.83 5.81
36.53 4109578.2 0.07 2.7 0.12 0.015 2.075 8.92 0.26 0.025 1.26 7.205 7.4 706.49 2.965 0.3
34.245 1527562.885 0.02 NA 0.11 0.015 0.9 8.805 0.25 0.07 0.92 7.835 3.185 722.615 2.675 12.8
32.005 527536.225 0.08 NA 0.13 0 1.245 8.185 0.23 0.02 0.7 5.795 3.65 687.71 2.605 14.2
94.53 422679.49 0.12 NA 0.14 0.02 0.38 7.87 0.435 0.17 1.17 17.31 12.58 623.425 0.82 7.21
93.18 389724.755 0.07 NA 0.14 0.03 0.385 7.41 0.325 0.13 1.02 7.01 5.17 557.875 0.81 5.81
105.685 1094058.975 0.12 NA 0.16 0.02 0.655 8.485 0.635 0.07 1.7 9.69 NA 577.65 0.885 14.2
109.5 1169600.465 0.05 NA 0.14 0.02 0.4 8.41 0.33 0.095 1.03 9.565 8.41 572.565 0.835 12.8
79.07 2008303.705 0.07 NA 0.13 0.025 0.355 7.065 0.36 0.095 1.11 10.245 7.45 621.385 0.84 10
114.77 689097.07 0.08 NA 0.13 0.03 0.36 8.39 0.405 0.105 1.29 9.69 7.835 604.995 0.89 14.2
91.775 2729444.635 0.12 0.02 0.2 0.04 0.74 6.53 0.225 0.415 0.56 16.24 13.465 876.73 3.79 0.87
79.385 1168693.96 0.12 0.255 0.13 0.04 0.51 16.87 0.145 0.19 0.59 5.78 9.075 674.335 2.88 0
86.96 2169102.935 0.16 0.02 0.17 0.05 0.765 7.575 0.19 0.165 0.4 6.1 5.56 862.325 3.485 2.15
90.12 2078437.81 0.1 0.215 0.17 0.04 0.55 7.08 0.15 0.165 0.34 6.26 14.01 858.12 3.355 0
108.335 1171630.895 0.13 0.12 0.19 0.04 0.61 9.845 0.16 0.165 0.62 7.81 12.55 790.06 3.26 4.61
73.145 1955258.11 0.13 NA 0.36 0.04 0.87 8.585 0.195 0.185 0.34 23.665 12.125 926.515 3.955 5.81
65.325 1120578.17 NA 0.1 0.13 0.05 0.605 14.37 0.25 0.135 0.33 4.625 11.655 616.72 2.255 0
129.605 2653840.085 NA NA 0.16 0.055 0.85 7.585 0.295 0.21 0.45 5.38 12.01 727.71 3.205 4.24
97.045 1935960.685 NA 1.565 0.12 0.045 0.61 7.475 0.185 0.165 0.29 3.55 10.43 628.59 2.66 9.12
126.875 2446186.595 NA 2.44 0.17 0.05 0.795 7.58 0.26 0.165 0.38 4.555 12.595 702.815 3.26 21.97
119.105 1538493.27 0 NA 0.17 0.04 0.775 7.235 0.28 0.13 0.3 5.13 14.5 685.345 3.15 13.06
112.4 1187534.275 NA 0.13 0.17 0.05 0.625 6.705 0.255 0.155 0.25 16.66 14.625 665.025 3.22 18
34.755 841202.65 0.12 NA 0.15 0.095 0.5 5.97 0.265 0.295 0.54 7.155 8.995 665.335 1.755 0
38.46 729995.485 0.14 NA 0.17 0.105 0.535 5.38 0.27 0.32 0.45 7.07 10.935 713.05 1.575 0
39.795 854238.965 0.12 NA 0.18 0.105 0.34 5.185 0.39 0.325 0.67 6.56 6.125 769.595 1.515 0
45.73 1119969.985 0.16 NA 0.18 0.105 0.56 5.745 0.325 0.36 0.9 7.4 10.365 720.105 1.82 2.93
55.67 2376367.545 0.07 NA 0.19 0.1 0.54 5.78 0.335 0.305 1.08 7.925 7.56 709.975 1.565 0
77.45 890843.41 0.15 NA 0.23 0.1 0.495 6.565 0.38 0.375 1.05 25.6 11.21 642.77 2.045 2.93
85.465 1053834.935 0.03 0.06 0.23 0.05 0.72 8.855 0.625 0.295 0.15 12.53 14.88 546.185 4.745 5.56
68.77 1195357.45 0.07 NA 0.24 0.045 0.72 8.225 0.675 0.325 0.15 11.4 15.68 482.14 4.72 2.75
54.82 1104075.545 NA 0.105 0.14 0.055 0.88 16.965 0.385 0.25 0.15 5.495 11.68 437.705 3.52 0
90.665 994922.23 0.06 0.37 0.26 0.05 0.665 10.06 0.71 0.29 0.04 7.385 15.6 508.495 4.63 12.33
75.83 886425.12 0.07 0.195 0.33 0.05 0.515 9.11 0.49 0.26 0.15 6.575 14.37 507.78 4.38 4.16
NA NA 0.01 NA 0.05 0.03 0.08 0.05 0.035 0.06 NA 0.15 7.07 NA 0.03 0
34.695 396440.04 0.02 0.165 0.19 0.04 0.765 6.035 0.3 0.14 NA 4.705 10.76 754.385 2.395 10.15
26.595 214986.205 0.05 0.01 0.14 0.035 0.42 4.985 0.27 0.14 NA 4.825 5.125 707.715 2.345 7.69
25.17 307798.6 0.03 0.06 0.18 0.04 0.45 5.51 0.24 0.17 NA 3.31 11.34 762.035 2.335 7.69
27.665 859050.295 0.01 NA 0.18 0.035 0.61 5.24 0.265 0.13 NA 3.61 4.885 767.04 2.45 10.15
21.71 178660.845 0.06 0.05 0.16 0.035 0.345 5.06 0.265 0.145 NA 4.4 10.535 762.035 2.395 11.37
28.26 302473.525 0.05 0.495 0.18 0.035 0.61 5.57 0.28 0.14 0.06 4.925 8.205 815.555 2.56 10.15
67.23 2609539.19 0.13 NA 0.16 0.055 0.555 6.26 0.205 0.1 0.06 7.84 11.555 880.625 2.71 16.3
95.5 3386411.22 0.11 NA 0.22 0.05 0.725 6.495 0.3 0.135 0.28 8.585 11.19 980.465 2.565 12.33
99.38 2266172.075 0.16 0.01 0.23 0.045 0.72 7.1 0.22 0.135 0.42 8.335 8.675 902.11 2.925 20.24
91.57 2981372.03 0.09 NA 0.21 0.045 0.975 6.245 0.39 0.14 0.83 13.335 12.54 877.825 3.15 14.98
86.03 3315211.96 0.19 0.08 0.19 0.05 0.875 5.545 0.23 0.12 0.26 11.415 12.86 822.735 2.865 25.43
105.56 3064533.38 0.14 0.125 0.24 0.055 0.685 6.79 0.22 0.14 0.48 8.74 12.49 878.77 2.875 8.29
47.845 1072556.835 0.06 NA 0.17 0.05 0.395 5.66 0.375 0.105 0.47 14.555 10.935 721.285 2.055 0.36
57.43 1659276.725 0.13 3.47 0.19 0.045 0.495 5.58 0.21 0.095 0.48 5.13 9.305 707.72 1.975 1.64
68.995 1276859.39 0.09 NA 0.2 0.045 0.385 5.18 0.21 0.095 0.63 4.695 5.77 674.16 1.905 1.64
77.93 1715471.615 0.08 NA 0.15 0.04 0.44 11.88 0.21 0.065 0.38 5.375 7.895 696.125 2.135 4.22
46.195 1514304.13 0.12 NA 0.15 0.045 0.65 4.305 0.215 0.075 0.59 4.8 9.755 699.705 2.245 0
56.6 887896.905 0.11 NA 0.17 0.04 0.44 5.54 0.225 0.1 0.55 4.31 11.605 601.02 2.19 14.61
99.545 698804.84 0.08 NA 0.2 0.05 0.335 9.85 0.505 0.49 0.12 6.155 8.355 817.59 2.475 0
98.855 1061823.23 0.08 NA 0.18 0.05 0.345 9.265 0.52 0.47 0.1 5.92 10 892.58 2.575 0
134.615 1082049.065 0.12 NA 0.25 0.045 0.34 10.59 0.47 0.435 0.08 5.53 10.41 907.95 2.39 0
116.92 912891.08 0.08 1.92 0.23 0.045 0.4 10.37 0.47 0.435 0.03 4.49 6.71 887.375 2.215 0
80.425 598343.985 0.11 NA 0.17 0.04 0.31 9.515 0.49 0.425 0.27 3.875 8.32 940.195 2.075 0
119.165 828557.925 0.12 2.45 0.17 0.05 0.375 9.945 0.45 0.4 0.13 4.4 13.255 904.72 2.325 0
35.235 6364986.205 0.14 NA 0.18 0.05 0.985 10.035 0.405 0.165 0.49 12.255 17.13 884.66 3.285 0
37.165 10267767.47 0.1 NA 0.18 0.05 1.205 10.495 0.355 0.165 0.73 12.85 17.77 752.34 3.235 0
33.94 6586393.39 0.13 NA 0.2 0.05 1.06 9.495 0.325 0.185 0.43 14.965 17.81 826.36 3.435 0
30.51 10068925.77 0.13 NA 0.18 0.045 1.22 10.555 0.3 0.25 1.33 12.775 18 764.96 3.33 0
21.17 4958375.485 0.14 4.16 0.16 0.045 0.95 9.135 0.29 0.245 0.57 10.565 14.355 817.695 3.16 0.36
29.9 5454167.28 0.12 0.31 0.16 0.045 1.46 9.64 0.335 0.22 0.83 23.65 17.97 799.11 3.22 2.93
33.525 457314.28 0.16 NA 0.3 0.06 0.36 11.7 0.335 0.135 0.36 6.795 10.935 786.93 3.325 8.11
49.465 10477394.635 0.17 NA 0.22 0.05 1.82 9.325 0.625 0.125 1.52 6.6 16.04 817.99 3.72 5.52
19.68 408593.855 0.18 NA 0.15 0.05 0.48 8.175 0.26 0.105 0.26 8.19 10.57 826.06 2.9 8.11
25.085 562345.215 0.16 0.02 0.21 0.05 0.405 9.92 0.265 0.105 0.14 7.63 13.575 777.805 2.945 13.31
27.28 439413.76 0.17 NA 0.25 0.05 0.385 12.84 0.245 0.09 0.24 6.83 11.94 733.545 2.675 15.91
25.285 565896.32 0.18 NA 0.21 0.055 0.69 9.01 0.31 0.135 0.69 7.295 13.43 787.265 3.095 9.41
51.415 142891.44 0.1 0.33 0.17 0.04 0.37 5.045 0.29 0.12 0.67 7.665 11.64 609.61 2.025 0.36
54.24 166415.965 0.13 NA 0.15 0.035 0.345 5.34 0.235 0.13 0.77 5.19 3.065 652.775 1.94 0
46.235 113192.98 0.1 NA 0.15 0.04 0.405 4.245 0.22 0.11 1.12 4.045 10.535 638.35 1.735 0
52.35 152306.385 0.08 NA 0.13 0.035 0.35 4.27 0.205 0.155 0.72 5.865 5.47 688.195 1.7 1.64
40.23 158350.33 0.15 0.47 0.13 0.04 0.315 3.82 0.18 0.125 0.69 5.835 11.04 602.875 1.645 0
36.68 110342.74 0.14 NA 0.13 0.04 0.3 4.23 0.165 0.11 0.61 5.745 6.665 586.785 1.655 0
21.755 1705514.06 0.1 1.59 0.13 0.035 0.41 9.875 0.355 0.04 0.33 11.715 9.45 886.53 2.68 1.92
25.93 1120998.855 0.08 NA 0.13 0.03 0.525 9.235 0.445 0.1 0.13 37.805 6.095 930.805 2.725 0
56.155 1740939.325 0.05 NA 0.21 0.04 0.505 8.3 0.21 0.07 0.27 15.13 11.72 755.485 2.27 20.12
44.405 1003588.715 0.06 NA 0.19 0.035 0.485 7.32 0.195 0.07 0.28 19.83 10.985 733.485 2.215 20.12
59.2 1299373.85 0.08 NA 0.19 0.035 0.395 7.33 0.21 0.05 0.24 10.785 9.19 731.51 2.59 11.18
53.94 1137485.535 0.05 NA 0.21 0.04 0.39 7.355 0.2 0.06 0.17 10.24 7.075 712.095 2.24 9.16
42.53 748505.94 0.15 0.6 0.21 0.075 0.535 9.7 0.5 0.125 1.07 10.755 NA 668.395 3.62 12.79
44.695 438381.86 0.08 NA 0.23 0.08 0.57 7.66 0.445 0.13 0.85 9.745 6.25 581.09 3.435 20.68
41.72 369544.6 0.17 1.7 0.21 0.08 0.635 8.085 0.55 0.13 0.88 13.32 6.25 629.975 3.55 21.79
35.125 500965.115 0.1 NA 0.17 0.075 0.72 8.68 0.42 0.12 1.01 8.005 6.96 658.28 3.405 18.45
61.995 368156.615 0.11 0.07 0.31 0.07 0.7 15.715 0.375 0.105 0.74 12.97 4.925 576.935 3.1 10.49
36.73 356639.35 0.11 NA 0.19 0.08 0.58 8.46 1.125 0.215 0.86 20.925 10.315 575.55 4.755 22.9
39.255 1096694.34 0.18 NA 0.16 0.055 0.315 6.505 0.395 0.135 0.44 6.01 8.6 639.115 2.185 6.99
40.7 876421.775 0.14 NA 0.22 0.06 0.345 6.61 0.315 0.205 0.36 3.695 12.04 724.3 2.065 2.15
42.05 864289.97 0.1 0.585 0.21 0.06 0.4 6.49 0.365 0.18 0.45 4.3 9.34 745.325 2.19 5.81
38.335 1092261.92 0.09 NA 0.19 0.055 0.37 6.05 0.34 0.205 0.45 5.63 4.925 762.965 2.11 8.17
53.485 3991818.265 0.1 0.07 0.2 0.06 0.435 7.845 0.49 0.19 0.31 6.61 5.965 776.58 2.28 4.61
38.935 2709825.235 0.06 0.01 0.17 0.055 0.525 5.62 0.42 0.175 0.59 7.215 10.45 747.07 2.61 15.07
126.955 5691052.88 0.13 0.02 0.2 0.045 0.71 8.36 0.37 0.13 2.16 9.96 3.145 508.97 3.425 6.99
81.295 2588491.47 0.07 NA 0.15 0.045 0.77 6.6 0.38 0.155 1.99 11.7 3.85 526.45 3.26 9.34
70.45 1788619.785 0.11 0.3 0.15 0.04 0.515 4.635 0.245 0.135 0.47 7.805 3.82 521.3 3.025 10.49
68.91 2002185.135 0.05 NA 0.14 0.035 0.64 6.54 0.335 0.135 0.79 9.24 13.28 614.26 3.325 6.99
65.095 1656515.41 0.1 NA 0.14 0.04 0.59 5.635 0.255 0.14 0.41 8.03 10.07 538.725 2.91 2.15
47.79 1615361.355 0.07 0.02 0.11 0.04 0.515 5.825 0.26 0.125 0.56 11.195 9.43 469.675 2.92 3.39
75.97 9545791.2 0.04 0.95 0.16 0.06 0.595 3.995 0.235 0.235 0.26 3.315 14.455 781.27 3.26 0
95.415 9478091.915 0.05 0.01 0.22 0.055 0.615 4.455 0.235 0.25 0.32 6.305 16.38 868.41 3.485 0
98.205 6955626.84 0.01 NA 0.18 0.06 0.565 4.64 0.495 0.26 0.35 4.31 13.41 756.01 2.905 0
104.035 18041859.425 0.03 0.09 0.24 0.06 0.945 4.395 0.235 0.27 0.56 28.06 17.055 800.765 3.445 0
70.865 7907179.955 0.03 0.165 0.2 0.055 0.63 3.99 0.215 0.315 0.5 5.465 13.1 814.455 3.495 0
