39.73 3933531.595 0.12 NA 0.1 0.01 0.77 6.415 1.065 0.21 0.63 55.685 13.275 843.4 3.9 0
39.805 2650155.695 0.11 NA 0.09 0.005 0.44 5.31 0.235 0.075 0.56 5.76 9.665 887.7 3.35 0
35.42 2629993.765 0.07 NA 0.07 0.01 0.29 5.005 0.18 0.085 0.45 4.525 8.41 933.685 3.03 3.04
38.875 3101878.27 0.09 NA 0.08 0 0.755 5.27 0.215 0.07 0.44 7.02 8.365 840.27 3.2 8.6
40.6 2920785.34 0.05 NA 0.08 0.01 0.49 5.53 0.24 0.095 0.46 8.245 9.52 876.66 3.335 3.04
43.14 1813749.095 0.08 NA 0.09 0.01 0.645 5.57 0.215 0.065 0.45 4.765 8.845 903 3.42 15.61
37.5 3239792.84 0.09 NA 0.04 0.02 1.085 9.58 0.35 0.19 0.11 9.58 15.32 539.615 2.775 4.43
50.275 4311481.84 0.06 NA 0.12 0.015 0.59 7.455 0.36 0.12 0.68 4.965 16.345 492.185 2.425 18.42
46.685 7079752.555 0.02 NA 0.1 0.01 0.865 6.995 0.205 0.13 0.05 3.89 9.98 501.63 2.125 19.83
39 4757965.955 0.06 NA 0.12 0.005 0.815 6.845 0.22 0.105 0.05 4.405 14.795 477.03 2.365 10
42.88 5685822.78 0.04 NA 0.06 0.025 1.275 6.91 0.2 0.13 NA 3.79 14.68 534.11 2.345 10
40.64 4433403.905 0.09 NA 0.05 0.01 0.745 6.14 0.225 0.1 0.16 4.085 12.28 460.145 2.21 15.61
50.645 4950250.25 NA 0.01 0.27 0.04 1.145 6.69 0.195 0.19 0.81 3.39 11.645 554.93 1.665 0
30.76 3706485.08 0.02 NA 0.1 0.035 0.75 8.46 0.235 0.2 0.65 4.04 8.53 578.58 1.435 4.03
41.4 3143427.735 NA NA 0.19 0.04 0.625 6.44 0.32 0.165 0.86 7.025 11.38 678.49 1.715 7.69
37.135 5052306.385 NA NA 0.18 0.03 0.975 5.625 0.195 0.195 0.69 4.515 7.495 597.8 1.6 5.25
40.885 23489705.81 0.03 NA 0.15 0.04 1.005 5.45 0.215 0.15 1.1 5.605 6.75 633.945 1.56 2.82
48.575 3718777.97 0.04 NA 0.24 0.035 1.72 6.365 0.215 0.195 1.66 5.99 9.98 691.8 1.735 8.92
41.795 1558540.49 0.04 NA 0.16 0.035 0.695 9.03 0.335 0.2 0.12 3.8 8.085 832.275 2.585 1.61
48.65 1810518.745 0.01 NA 0.17 0.04 0.77 10.185 0.3 0.185 0.2 4.035 14.525 882.5 2.875 6.47
45.53 2579746.265 NA NA 0.16 0.045 0.78 9.82 0.285 0.18 0.14 4.2 10.305 829.705 2.725 11.37
38.295 2242441.72 0.01 NA 0.19 0.035 1.035 10.01 0.325 0.175 0.13 19.285 14.475 797.89 2.965 0.41
46.62 4420431.83 0.04 NA 0.15 0.045 1.225 9.85 0.36 0.155 0.27 5.84 11.34 831.55 3.305 0
44.73 2280111.025 NA NA 0.13 0.04 0.82 9.755 0.285 0.165 0.08 4.775 13.68 787.885 2.85 1.61
128.35 1785711.465 0.01 NA 0.24 0.04 2.055 11.38 0.97 0.08 4 12.06 17.56 810.255 4.41 12.07
133.045 3748481.125 NA NA 0.22 0.05 0.655 8.955 0.245 0.1 0.71 13.23 11.655 800.73 4.08 18.99
165.06 1179256.27 0.08 NA 0.21 0.045 0.57 11.425 0.275 0.09 0.76 13.03 14.475 829.295 3.73 11.09
161.885 2402117.35 NA NA 0.17 0.05 0.805 13.815 0.24 0.11 0.65 8.78 16.675 871.35 3.875 12.07
183.54 1940160.125 0.01 NA 0.29 0.05 0.99 14.09 0.3 0.105 0.69 11.96 18.17 881.5 4.78 8.14
158.69 1345026.735 NA NA 0.27 0.05 0.725 15.55 0.235 0.11 0.47 9.64 17.105 816.53 4.355 12.07
14.635 337294.595 0.02 NA 0.19 0.04 0.4 5.045 0.515 0.13 1.13 2.6 8.27 626.555 1.75 10.1
12.85 367742.835 NA NA 0.21 0.04 0.44 4.97 0.465 0.14 1.39 3.12 12.47 604.14 1.82 7.16
10.785 309752.67 0 NA 0.24 0.04 0.765 4.9 0.5 0.105 0.83 2.12 8.05 671.7 1.585 10.1
13.52 628961.62 NA NA 0.18 0.035 0.52 4.98 0.825 0.115 1.06 2.585 12.97 653.77 1.745 11.09
13.215 406969.99 NA NA 0.16 0.04 0.6 7.865 2.55 0.37 2.17 42.37 13.215 727.38 2.765 17.01
11.345 391723.14 NA 0.12 0.2 0.04 0.385 4.375 0.935 0.14 1.16 3.065 17.765 607.095 2.14 17.01
122.5 533996.89 0 NA 0.22 0.04 0.55 7.655 0.4 0.115 0.36 4.085 13.05 820.45 2.395 3.26
94.745 909328.875 0 NA 0.21 0.04 0.645 9.725 0.265 0.13 0.4 4.45 12.875 864.535 2.53 8.14
73.71 762118.28 0.01 NA 0.19 0.035 0.72 7.485 0.285 0.1 0.35 3.31 12.47 849.86 2.18 13.06
71.525 942907.58 NA NA 0.19 0.04 0.69 8.02 0.385 0.115 0.43 5.035 13.105 884.6 2.5 0.39
83.325 2086997.495 0.04 NA 0.19 0.04 0.66 8.09 0.39 0.105 0.41 4.425 13.16 870.125 2.48 11.09
51.51 770854.545 NA 0.51 0.14 0.04 0.66 6.86 0.225 0.165 0.39 7.75 11.37 831.58 2.185 6.18
38.285 6420539.375 0.03 0.055 0.3 0.03 0.555 5.445 0.27 0.105 NA 3.835 12.9 347.87 2.605 33.64
45.115 6763190.935 0.02 0 0.21 0.035 0.405 3.185 0.37 0.095 0.92 3.47 6.9 355.65 2.435 18.77
33.415 5552258.295 0.03 0.52 0.13 0.035 0.43 5.69 0.265 0.075 0.09 2.875 12.57 393.9 2.215 18.77
42.465 4910113.81 0.01 0.01 0.19 0.03 0.44 3.76 0.295 0.095 0.17 4.15 7.265 400.57 2.375 24.95
41.45 6515131.6 0.01 NA 0.16 0.04 0.675 3.79 0.275 0.08 0.16 4.035 15.3 398.13 2.38 29.91
45.715 2759236.14 0.07 0.06 0.19 0.035 0.605 5.065 0.375 0.125 1.6 4.19 12.57 441.785 3.56 44.84
39.785 525086.655 0.05 NA 0.17 0.04 0.305 7.945 0.3 0.2 0.18 7.905 13.96 612.775 2.005 27.43
49.51 634327.47 0.02 NA 0.18 0.045 0.365 10.585 0.355 0.225 0.32 11.57 12.56 543.765 2.285 31.15
39.835 741416.81 NA 0.235 0.18 0.045 0.36 10.7 0.295 0.235 0.18 4.28 12.535 625.26 2.035 17.53
43.46 571338.88 0.03 NA 0.21 0.05 0.4 8.765 0.36 0.235 0.26 5.82 7.935 565.87 2.06 20
40.545 615406.395 0.05 NA 0.16 0.04 0.32 7.67 0.36 0.17 0.56 4.935 14.19 559.825 1.915 26.19
26.83 1908548.69 0.07 0.03 0.16 0.035 0.445 10 0.42 0.175 0.87 33.68 9.92 468.66 1.975 13.83
49.635 471892.46 0.01 0.095 0.17 0.03 0.47 6.515 0.22 0.085 0.67 7.235 11.48 551.565 2.195 7.69
43.12 495015.025 0 0.265 0.19 0.035 0.535 6.07 0.21 0.07 0.49 6.37 8.845 581.485 2.355 8.92
43.075 1145266.86 0.03 NA 0.17 0.03 0.6 5.375 0.26 0.05 1.4 5.755 9.99 536.865 2.08 8.92
40.905 833616.21 0.04 NA 0.16 0.035 1.07 6.345 0.295 0.085 0.55 7.825 13.43 526.81 2.205 7.69
37.755 398176.845 0.06 0.07 0.18 0.04 0.435 6.47 0.28 0.07 1.93 7.595 14.415 594.18 2.185 15.07
34.9 444685.745 0.07 0.21 0.16 0.035 0.43 5.875 0.2 0.055 0.35 5.795 11.105 518.895 2.2 10.15
104.065 1794215.47 0.11 NA 0.1 0.035 0.43 8.68 0.325 0.245 0.24 3.78 10.675 602.375 3.445 36.8
94.595 7929227.93 0.07 NA 0.18 0.02 0.75 8.1 1.625 0.17 0.29 18.72 9.635 576.22 3.825 11.4
99 991550.925 0.13 NA 0.13 0.025 0.575 9.14 0.32 0.175 0.31 4.505 9.68 667.88 3.225 8.6
94.18 1554186.27 0.1 NA 0.12 0.025 0.48 8.69 0.255 0.15 0.34 3.835 8.015 638.94 2.93 7.21
154.83 1568738.795 0.12 NA 0.2 0.04 0.595 12.57 0.35 0.19 0.35 3.995 10.86 727.61 3.43 8.6
153.675 1368235.35 0.09 NA 0.21 0.04 0.575 12.28 0.355 0.205 0.27 3.515 10.845 614.355 3.28 17.01
26.315 2290960.315 0.01 NA 0.13 0.04 0.29 4.97 0.23 0.095 0.24 2.585 11.695 456.55 1.935 4.24
22.36 642886.32 0.06 NA 0.15 0.065 0.455 5.26 0.44 0.1 1.3 2.11 9.725 527.895 2.275 8.14
25.525 417034.415 0.1 NA 0.15 0.05 0.31 5.05 0.24 0.105 0.26 2.61 12.38 512.685 2.335 5.21
23.855 1349565.36 NA NA 0.13 0.045 0.345 3.855 0.275 0.075 0.72 2.33 8.785 478.595 2.23 9.12
22.185 1041756.75 0.1 NA 0.13 0.035 0.265 4.195 0.23 0.145 0.25 3.265 8.215 421.84 2.09 10.1
24.07 583589.515 0.01 NA 0.12 0.04 0.285 4.19 0.21 0.125 0.2 1.85 8.05 459.98 1.915 10.1
29.9 1197427.105 0.06 NA 0.2 0.045 1.01 6.905 0.335 0.28 0.19 18.685 16.47 804.5 3.785 12.07
30.035 1489101.875 NA NA 0.2 0.045 0.54 7.67 0.325 0.265 0.78 13.52 12.625 839.74 3.68 15.03
25.41 1852213.815 NA NA 0.18 0.045 0.485 6.7 0.33 0.25 0.2 10.77 17.37 941.205 3.385 10.1
42.895 1044825.85 0.06 NA 0.18 0.04 1.905 5.92 0.185 0.125 0.2 4.12 13.145 563.225 2.58 17.01
47.805 995847.77 0.04 NA 0.2 0.04 1.785 7.4 0.165 0.115 0.12 5.12 11.08 626.71 2.65 15.03
33.645 1086556.885 0.06 NA 0.16 0.04 1.81 5.885 0.15 0.09 0.26 4.52 12.575 608.025 2.57 26.94
38.605 954275.165 NA NA 0.17 0.04 1.69 6.17 0.16 0.125 0.12 5.285 8.585 634.105 2.55 14.04
46.845 1076878.745 0.1 NA 0.2 0.04 1.72 6.08 0.175 0.095 0.17 5.025 10.56 636.37 2.61 19.98
31.865 596883.33 NA 0.46 0.14 0.04 1.7 4.19 0.145 0.085 0.06 4.2 6.85 544.685 2.315 16.02
51.49 76016.9 NA 0.025 0.21 0.035 0.72 8.76 0.26 0.095 0.03 4.09 11.805 682.515 2.22 4.26
53.81 89091.29 NA NA 0.17 0.04 0.485 9.06 0.245 0.13 0.03 8.29 11.975 732.11 2.35 7.15
86.49 159853.31 NA NA 0.22 0.045 1.075 12.375 0.67 0.1 0.39 31.165 8.715 774.645 2.465 0
48.33 202348.3 NA NA 0.19 0.035 0.55 7.67 0.38 0.08 0.17 2.815 11.1 641.26 2.025 1.24
46.005 73865.655 0.01 NA 0.18 0.04 0.38 8.935 0.59 0.115 NA 3.665 11.12 721.155 2.135 0
46.21 70619.27 NA 0.31 0.17 0.045 0.505 8.955 0.31 0.115 0.03 3.885 11.755 698.85 2.14 0
33.065 12831973.4 0.05 0.5 0.17 0.03 0.525 7.815 0.305 0.11 0.46 8.31 929.33 608.93 3.7 11.36
33.13 8074830.225 0.06 0.5 0.18 0.03 0.25 7.84 0.24 0.17 2.63 8.865 880.035 593.75 3.53 20.86
37.46 5126934.67 0.13 0.45 0.16 0.035 0.25 7.545 0.215 0.145 0.45 4.875 1060.02 588.58 3.38 15.47
35.945 3919879.005 0.05 0.44 0.16 0.025 0.445 7.215 0.225 0.15 0.57 7.09 1046.63 628.97 3.34 9.97
39.325 6009719.13 0.07 0.385 0.18 0.03 0.335 7.965 0.165 0.125 0.43 5.355 1120.305 594.035 3.345 12.74
37.78 3762390.8 0.06 0.29 0.16 0.025 0.295 7.975 0.245 0.18 1.84 10.67 1001.325 615.88 3.715 22.19
23.24 545849.835 0.08 NA 0.19 0.045 0.16 5.315 0.245 0.165 0.34 9.065 9.94 534.025 2.425 19.52
17.765 141025.47 0.09 0.06 0.15 0.05 0.135 4.435 0.27 0.2 0.22 7.895 9.57 513.09 2.405 5.72
15.895 346609.745 0.07 0.705 0.15 0.05 0.16 5.165 0.255 0.215 0.3 28.86 8.13 541.21 2.625 19.52
13.695 848413.415 0.05 0.01 0.14 0.05 0.61 4.585 2.695 0.14 0.23 68.755 13.02 581.575 3.4 12.74
14.72 192920.76 0.05 NA 0.14 0.05 0.225 5.05 0.245 0.155 0.22 12.19 12.125 581.78 2.255 5.72
11.385 231589.805 0.09 0.02 0.15 0.045 0.19 4.41 0.255 0.14 0.21 14.365 9.94 532.24 2.42 7.15
65.745 26902071.08 0.06 0.105 0.18 0.035 1.735 4.025 13.995 0.115 0.94 36.04 12.26 925.475 3.27 0
94.535 7799743.205 0.03 0.02 0.19 0.04 1.785 4.69 14.41 0.155 3.42 21.08 6.56 1021.665 3.14 0
59.54 1924952.77 0.08 NA 0.16 0.04 0.505 4.315 13.335 0.12 1.02 4.91 10.8 692.325 2.89 0
87.685 7242890.655 0.05 NA 0.22 0.04 0.32 6.345 12.21 0.12 0.15 4.345 13.085 800.33 2.715 0
67.935 2840329.01 0.06 NA 0.17 0.035 0.4 5.06 10.715 0.11 0.14 4.4 9.99 854.6 2.34 0
75.745 2386714.02 NA NA 0.21 0.035 0.335 5.17 10.055 0.12 0.33 4.205 11.435 812.47 2.2 0
80.05 351104.72 0.08 NA 0.12 0.01 0.445 6.51 0.43 0.145 0.3 9.08 6.465 506.645 2.64 18.42
48.805 729378.04 0.07 NA 0.03 0.01 0.425 5.09 0.43 0.145 0.47 9.47 1.2 484.57 2.875 18.42
36.24 269529.585 0.08 NA 0.02 0.005 0.235 4.54 0.315 0.12 0.33 3.475 NA 512.395 2.255 14.2
51.045 837034.015 0.05 NA 0.06 0.01 0.38 5.505 0.33 0.11 0.38 4.27 5.17 519.635 2.395 10
60.11 168846.185 0.04 0.14 0.19 0.01 0.26 6.01 0.315 0.125 0.33 4.425 NA 523.35 2.65 22.65
78.22 349054.285 0.06 NA 0.1 0.015 0.39 7.22 0.305 0.12 0.42 4.36 7.4 526.44 2.9 19.83
39.085 1162453.42 0.1 NA 0.16 0.01 0.845 8.855 0.365 0.14 0.73 13.715 11.57 729.945 2.975 7.21
